n,m,p_max,I,mean,std,min,max
10,10,5,1,3.5,0.0,3.5,3.5
10,10,5,2,3.0,0.0,3.0,3.0
10,10,5,3,1.5333333333333334,0.0,1.5333333333333334,1.5333333333333334
10,10,5,4,2.9,0.0,2.9,2.9
10,10,5,5,3.2,0.0,3.2,3.2
10,10,5,6,2.0,0.0,2.0,2.0
10,10,5,7,3.1,0.0,3.1,3.1
10,10,5,8,4.0,0.0,4.0,4.0
10,10,5,9,2.9,0.0,2.9,2.9
10,10,5,10,3.2,0.0,3.2,3.2
10,10,5,11,3.3,0.0,3.3,3.3
10,10,5,12,3.1,0.0,3.1,3.1
10,10,5,13,2.9,0.0,2.9,2.9
10,10,5,14,2.9,0.0,2.9,2.9
10,10,5,15,3.0,0.0,3.0,3.0
10,10,5,16,3.6,0.0,3.6,3.6
10,10,5,17,3.6,0.0,3.6,3.6
10,10,5,18,2.6,0.0,2.6,2.6
10,10,5,19,3.1,0.0,3.1,3.1
10,10,5,20,3.9,0.0,3.9,3.9
10,10,5,21,3.2,0.0,3.2,3.2
10,10,5,22,2.9,0.0,2.9,2.9
10,10,5,23,1.9,0.0,1.9,1.9
10,10,5,24,1.4,0.0,1.4,1.4
10,10,5,25,3.0,0.0,3.0,3.0
10,10,5,26,2.9,0.0,2.9,2.9
10,10,5,27,2.8,0.0,2.8,2.8
10,10,5,28,1.9,0.0,1.9,1.9
10,10,5,29,2.9,0.0,2.9,2.9
10,10,5,30,2.6,0.0,2.6,2.6
10,10,5,31,2.6,0.0,2.6,2.6
10,10,5,32,1.6,0.0,1.6,1.6
10,10,5,33,3.8,0.0,3.8,3.8
10,10,5,34,3.7,0.0,3.7,3.7
10,10,5,35,3.2,0.0,3.2,3.2
10,10,5,36,2.4,0.0,2.4,2.4
10,10,5,37,3.5,0.0,3.5,3.5
10,10,5,38,3.1,0.0,3.1,3.1
10,10,5,39,1.55,0.0,1.55,1.55
10,10,5,40,3.4,0.0,3.4,3.4
10,10,5,41,3.4,0.0,3.4,3.4
10,10,5,42,2.4,0.0,2.4,2.4
10,10,5,43,2.8,0.0,2.8,2.8
10,10,5,44,2.7,0.0,2.7,2.7
10,10,5,45,4.2,0.0,4.2,4.2
10,10,5,46,1.65,0.0,1.65,1.65
10,10,5,47,3.8,0.0,3.8,3.8
10,10,5,48,4.2,0.0,4.2,4.2
10,10,5,49,3.2,0.0,3.2,3.2
10,10,5,50,2.8,0.0,2.8,2.8
10,10,5,51,2.1,0.0,2.1,2.1
10,10,5,52,2.4,0.0,2.4,2.4
10,10,5,53,2.9,0.0,2.9,2.9
10,10,5,54,3.4,0.0,3.4,3.4
10,10,5,55,2.1,0.0,2.1,2.1
10,10,5,56,2.6,0.0,2.6,2.6
10,10,5,57,3.1,0.0,3.1,3.1
10,10,5,58,2.7,0.0,2.7,2.7
10,10,5,59,1.2,0.0,1.2,1.2
10,10,5,60,2.2,0.0,2.2,2.2
10,10,5,61,3.4,0.0,3.4,3.4
10,10,5,62,3.4,0.0,3.4,3.4
10,10,5,63,2.8,0.0,2.8,2.8
10,10,5,64,3.4,0.0,3.4,3.4
10,10,5,65,3.1,0.0,3.1,3.1
10,10,5,66,2.6,0.0,2.6,2.6
10,10,5,67,3.0,0.0,3.0,3.0
10,10,5,68,2.8,0.0,2.8,2.8
10,10,5,69,3.7,0.0,3.7,3.7
10,10,5,70,2.4,0.0,2.4,2.4
10,10,5,71,3.1,0.0,3.1,3.1
10,10,5,72,2.8,0.0,2.8,2.8
10,10,5,73,1.5,0.0,1.5,1.5
10,10,5,74,3.4,0.0,3.4,3.4
10,10,5,75,3.3,0.0,3.3,3.3
10,10,5,76,3.4,0.0,3.4,3.4
10,10,5,77,2.8,0.0,2.8,2.8
