n,m,p_max,I,mean,std,min,max
10,10,128,389,5.183333333333334,0,5.183333333333334,5.183333333333334
10,10,128,390,2.1142857142857143,0,2.1142857142857143,2.1142857142857143
10,10,128,391,1.6578947368421053,0,1.6578947368421053,1.6578947368421053
10,10,128,392,1.0,0,1.0,1.0
10,10,128,393,1.0722222222222222,0,1.0722222222222222,1.0722222222222222
10,10,128,394,3.3333333333333335,0,3.3333333333333335,3.3333333333333335
10,10,128,395,3.0892857142857144,0,3.0892857142857144,3.0892857142857144
10,10,128,396,1.0,0,1.0,1.0
10,10,128,397,1.3692307692307693,0,1.3692307692307693,1.3692307692307693
10,10,128,398,1.0,0,1.0,1.0
10,10,128,399,1.0,0,1.0,1.0
10,10,128,400,1.0,0,1.0,1.0
10,10,128,401,3.566666666666667,0,3.566666666666667,3.566666666666667
10,10,128,402,3.1666666666666665,0,3.1666666666666665,3.1666666666666665
10,10,128,403,3.0,0,3.0,3.0
10,10,128,404,2.65,0,2.65,2.65
10,10,128,405,4.76,0,4.76,4.76
10,10,128,406,3.84,0,3.84,3.84
10,10,128,407,3.0,0,3.0,3.0
10,10,128,408,4.783333333333333,0,4.783333333333333,4.783333333333333
10,10,128,409,2.925,0,2.925,2.925
10,10,128,410,4.44,0,4.44,4.44
10,10,128,411,1.0,0,1.0,1.0
10,10,128,412,2.257142857142857,0,2.257142857142857,2.257142857142857
10,10,128,413,3.8161290322580643,0,3.8161290322580643,3.8161290322580643
10,10,128,414,1.3428571428571427,0,1.3428571428571427,1.3428571428571427
10,10,128,415,1.0,0,1.0,1.0
10,10,128,416,2.066666666666667,0,2.066666666666667,2.066666666666667
10,10,128,417,1.64,0,1.64,1.64
10,10,128,418,1.2,0,1.2,1.2
10,10,128,419,3.5,0,3.5,3.5
10,10,128,420,2.8333333333333335,0,2.8333333333333335,2.8333333333333335
10,10,128,421,2.6,0,2.6,2.6
10,10,128,422,3.5,0,3.5,3.5
10,10,128,423,1.0,0,1.0,1.0
10,10,128,424,2.8,0,2.8,2.8
10,10,128,425,5.59375,0,5.59375,5.59375
10,10,128,426,3.4444444444444446,0,3.4444444444444446,3.4444444444444446
10,10,128,427,3.966666666666667,0,3.966666666666667,3.966666666666667
10,10,128,428,2.6285714285714286,0,2.6285714285714286,2.6285714285714286
10,10,128,429,1.0,0,1.0,1.0
10,10,128,430,4.376470588235295,0,4.376470588235295,4.376470588235295
10,10,128,431,3.5,0,3.5,3.5
10,10,128,432,1.3724137931034484,0,1.3724137931034484,1.3724137931034484
10,10,128,433,1.0,0,1.0,1.0
10,10,128,434,1.726923076923077,0,1.726923076923077,1.726923076923077
10,10,128,435,2.1157894736842104,0,2.1157894736842104,2.1157894736842104
10,10,128,436,1.98125,0,1.98125,1.98125
10,10,128,437,3.2,0,3.2,3.2
10,10,128,438,1.0,0,1.0,1.0
10,10,128,439,4.7125,0,4.7125,4.7125
10,10,128,440,6.4,0,6.4,6.4
10,10,128,441,1.380952380952381,0,1.380952380952381,1.380952380952381
10,10,128,442,1.0,0,1.0,1.0
10,10,128,443,1.9619047619047618,0,1.9619047619047618,1.9619047619047618
10,10,128,444,6.233333333333333,0,6.233333333333333,6.233333333333333
10,10,128,445,4.85,0,4.85,4.85
10,10,128,446,3.169230769230769,0,3.169230769230769,3.169230769230769
10,10,128,447,3.442105263157895,0,3.442105263157895,3.442105263157895
10,10,128,448,2.977777777777778,0,2.977777777777778,2.977777777777778
10,10,128,449,4.225,0,4.225,4.225
10,10,128,450,4.45,0,4.45,4.45
10,10,128,451,4.75,0,4.75,4.75
10,10,128,452,1.0,0,1.0,1.0
10,10,128,453,1.0588235294117647,0,1.0588235294117647,1.0588235294117647
10,10,128,454,1.6923076923076923,0,1.6923076923076923,1.6923076923076923
10,10,128,455,1.7875,0,1.7875,1.7875
10,10,128,456,3.0125,0,3.0125,3.0125
10,10,128,457,3.0727272727272728,0,3.0727272727272728,3.0727272727272728
10,10,128,458,7.107692307692307,0,7.107692307692307,7.107692307692307
10,10,128,459,3.13,0,3.13,3.13
10,10,128,460,2.9384615384615387,0,2.9384615384615387,2.9384615384615387
10,10,128,461,1.0,0,1.0,1.0
10,10,128,462,1.0,0,1.0,1.0
10,10,128,463,1.0,0,1.0,1.0
